id;title;content;date
82818369-c7b7-4ce3-bbae-fd8959178f00;wherever antelope;../fake-data/blob/hipster.txt;2026-07-07T13:03:54
5eceb652-96dd-4f18-a06c-ce3e1dbe82a1;majority concerning weird;../fake-data/blob/hipster.txt;2026-07-07T12:37:29
cc94daf3-873c-4e50-b75a-8e02d0a83fd4;surprisingly;../fake-data/blob/hipster.txt;2026-07-07T13:03:48
a978120e-5f7a-4b41-9bd8-13330fc89558;entomb oh;../fake-data/blob/hipster.txt;2026-07-07T04:07:10
ab9788b1-3d55-4d5f-8232-cdf84f928cbe;that absent;../fake-data/blob/hipster.txt;2026-07-07T01:06:54
f6299eb6-f02e-452d-9ce8-c8d7691a2321;whether enraged oh;../fake-data/blob/hipster.txt;2026-07-06T21:05:42
c0732af5-be1b-4ddf-b0eb-05b8bbd620b9;agreeable which oof;../fake-data/blob/hipster.txt;2026-07-07T08:03:41
97a39912-033b-4feb-bf7a-0a7e58d56378;hence chime phew;../fake-data/blob/hipster.txt;2026-07-07T08:32:21
e22ff669-f0a6-4314-9363-40bf43a1a812;straight whoa;../fake-data/blob/hipster.txt;2026-07-06T19:54:55
f7edb160-aab2-4293-8879-109a9d1c6cd2;throughout;../fake-data/blob/hipster.txt;2026-07-07T09:25:36
873e25b6-9757-4820-8006-0e0a544f18ab;likely brr sans;../fake-data/blob/hipster.txt;2026-07-07T01:03:39
24c7b32d-2a24-4806-9c93-f71c29024324;ponder casket;../fake-data/blob/hipster.txt;2026-07-07T14:01:30
f4cabecf-06e9-46c5-a5e5-fd79354d3978;hourly ick round;../fake-data/blob/hipster.txt;2026-07-07T03:06:30
3e44ecfa-3a70-4a7e-8fc3-23d81e3a7455;status;../fake-data/blob/hipster.txt;2026-07-07T01:35:06
8797504a-5b40-4be4-b8bc-07056ae4bae7;wearily over;../fake-data/blob/hipster.txt;2026-07-07T10:16:50
b585d9c8-1cb6-4582-8567-79c819936b1f;now;../fake-data/blob/hipster.txt;2026-07-06T15:15:51
abdc0495-ec85-4ff9-9081-4301940560bd;holster bonfire;../fake-data/blob/hipster.txt;2026-07-07T02:17:28
94f7ccba-5db8-47cc-bbc1-2f652eb41405;scratch or;../fake-data/blob/hipster.txt;2026-07-06T22:51:20
d5f6e82f-d034-4df9-9d2a-06a87215c889;painfully;../fake-data/blob/hipster.txt;2026-07-07T00:41:04
7df1b17b-593f-4e3e-96b4-d677bfe5b841;informal;../fake-data/blob/hipster.txt;2026-07-06T20:42:19
49fc8a7b-e5cc-4d3b-877a-733e72a72383;raw yahoo;../fake-data/blob/hipster.txt;2026-07-06T22:42:34
c4f888d3-2e2d-44aa-82be-157711c66a53;whenever;../fake-data/blob/hipster.txt;2026-07-06T16:04:19
1625bd12-8a48-405f-a17e-2c6654d1b2a3;duh;../fake-data/blob/hipster.txt;2026-07-07T10:51:29
663e1302-c5ab-43c3-8fa5-d8108a5a61c2;braid;../fake-data/blob/hipster.txt;2026-07-07T13:00:32
a3579c90-45db-42bd-9ae3-e4dd30738fd5;round complicated until;../fake-data/blob/hipster.txt;2026-07-06T19:30:27
595221c5-b18e-4675-910d-801fec74bf6e;bulky decent;../fake-data/blob/hipster.txt;2026-07-07T04:22:57
2d23b6b7-a996-4cd9-8800-4ecf54a12eb0;kookily minus;../fake-data/blob/hipster.txt;2026-07-07T03:41:22
53bb5610-3277-4083-8e59-aea6298debad;pfft;../fake-data/blob/hipster.txt;2026-07-06T21:36:03
7703025b-68e5-476f-8c99-3ddbeda06d14;redress;../fake-data/blob/hipster.txt;2026-07-06T16:01:15
a239812f-42ee-4349-922f-4ef3032d9d51;warmly correctly;../fake-data/blob/hipster.txt;2026-07-07T02:13:37
